Label	Story
__label__108	"As a ClientABC Employee, I want data mapping defined for PO Interface so that there is consistent flow of data."
__label__106	"As a ClientABC Employee, I want an API build and tested for PO Status Interface so that applications are integrated."
__label__106	"As a ClientABC employee, I want a technical design for integrations PO Status Interface so that it can be maintained and updated as required."
__label__106	"As a ClientABC Employee, I want data mapping defined for PO Status Interface so that there is consistent flow of data."
__label__93	"As a ClientABC Employee, I want an API build and tested for Project Close from Oracle ERP to PowerPlan Interface so that applications are integrated."
__label__93	"As a ClientABC employee, I want a technical design for integrations Project Close from Oracle ERP to PowerPlan Interface so that it can be maintained and updated as required."
__label__93	"As a ClientABC Employee, I want data mapping defined for Project Close from Oracle ERP to PowerPlan Interface so that there is consistent flow of data."
__label__93	"As a ClientABC Employee, I want an API built and tested for Project Close from Oracle ERP to PowerPlan Interface so that applications are integrated."
__label__93	"As a ClientABC Employee, I want an API build and tested for Project Close from Oracle ERP to PowerPlan Interface so that applications are integrated."
__label__98	"As a ClientABC Employee, I want an API build and tested for Projects / General Interface so that applications are integrated."
__label__98	"As a ClientABC employee, I want a technical design for integrations Projects / General Interface so that it can be maintained and updated as required."
__label__98	"As a ClientABC Employee, I want data mapping defined for Projects / General Interface so that there is consistent flow of data."
__label__103	"As a ClientABC Employee, I want an API build and tested for Receipt Interface so that applications are integrated."
__label__103	"As a ClientABC employee, I want a technical design for integrations Receipt Interface so that it can be maintained and updated as required."
__label__103	"As a ClientABC Employee, I want data mapping defined for Receipt Interface so that there is consistent flow of data."
__label__102	"As a ClientABC Employee, I want an API build and tested for Returns Interface so that applications are integrated."
__label__102	"As a ClientABC employee, I want a technical design for integrations Returns Interface so that it can be maintained and updated as required."
__label__102	"As a ClientABC Employee, I want data mapping defined for Returns Interface so that there is consistent flow of data."
__label__104	"As a ClientABC Employee, I want an API build and tested for SHIPS non-labor Interface so that applications are integrated."
__label__104	"As a ClientABC employee, I want a technical design for SHIPS non-labor Interface integrations so that it can be maintained and updated as required."
__label__104	"As a ClientABC Employee, I want data mapping defined for API for SHIPS non-labor Interface so that there is consistent flow of data."
__label__94	"As a ClientABC Employee, I want an API build and tested for PowerPlan to Oracle Projects Interface (PP transactions outbound) so that applications are integrated."
__label__94	"As a ClientABC employee, I want a technical design for integrationsPowerPlan to Oracle Projects Interface (PP transactions outbound) so that it can be maintained and updated as required."
__label__94	"As a ClientABC Employee, I want data mapping defined for PowerPlan to Oracle Projects Interface (PP transactions outbound) so that there is consistent flow of data"
__label__96	"As a ClientABC Employee, I want an API build and tested for PowerPlan to Oracle Projects Interface so that applications are integrated. (PP transactions inbound)"
__label__96	"As a ClientABC employee, I want a technical design for integrations PowerPlan to Oracle Projects Interface so that it can be maintained and updated as required. (PP transactions inbound)"
__label__96	"As a ClientABC Employee, I want data mapping defined for PowerPlan to Oracle Projects Interface so that there is consistent flow of data.(PP transactions inbound)"
__label__105	"As a ClientABC Employee, I want an API build and tested forSHIPS to Oracle Projects Interface so that applications are integrated."
__label__105	"As a ClientABC employee, I want a technical design for integrations SHIPS to Oracle Projects Interface so that it can be maintained and updated as required."
__label__105	"As a ClientABC Employee, I want data mapping defined for SHIPS to Oracle Projects Interface so that there is consistent flow of data."
__label__87	"As a PowerPlan implementer, I want to determine the code standardization strategy so that we are aligned with the business"
__label__87	"As a PowerPlan implementer, I want to determine the Conversion Strategy so that I can plan conversion scope and activities"
__label__87	"As a PowerPlan implementer, I want to determine the upgrade strategy for ClientABC Gas so that I can plan my conversion strategy"
__label__87	"As a PowerPlan implementer, I want to determine the upgrade strategy for the Electric companies so that I can plan my conversion strategy"
__label__87	"As a PowerPlan implementer, I want to determine the upgrade strategy for SPC so that I can plan my conversion strategy"
__label__307	"EF_INT_097 [Validate] As a ClientABC Employee, I want to validate the Metadata and hierarchies integration from DRM to EPBCS, so that data can flow smoothly."
__label__307	"EF_INT_097 [Technical Design] As a ClientABC Employee, I want to design the Metadata and hierarchies integration from DRM to EPBCS, so that data can flow smoothly."
__label__224	"As a Budgeting lead, I need to obtain process alignment around budgeting shift differential and premium pay so that I can ensure all of the affiliates are in alignment in the future state"
__label__224	"As a Budgeting lead, I need to obtain process alignment around budgeting temporary labor so that I can ensure all of the affiliates are in alignment in the future state"
__label__224	"As a Budgeting lead, I need to obtain process alignment around budgeting part-time employees so that I can ensure all of the affiliates are in alignment in the future state"
__label__224	"As a Budgeting lead, I need to obtain process alignment around budgeting Overtime/Excess Straight Time so that I can ensure all of the affiliates are in alignment in the future state"
__label__224	"As a Budgeting lead, I need to obtain process alignment around budgeting to whole dollars so that I can ensure all of the affiliates are in alignment in the future state"
__label__224	"As a Budgeting lead, I need to obtain process alignment around budgeting for storm recovery so that I can ensure all of the affiliates are in alignment in the future state"
__label__224	"As a Budgeting lead, I need to obtain process alignment around budgeting number of years to include in budget process so that I can ensure all of the affiliates are in alignment in the future state"
